age,gender,state,last_purchase_date,total_purchases,total_spent,avg_order_value,favorite_category,satisfaction_score,loyalty_program,days_since_last_purchase,discount_usage_rate,customer_comments,has_churned
21,Female,MI,2021-05-15,2,32.016797401404624,16.008398700702312,Sports,3.0,-,961,0.8758224569426988,Great service,False
24,Male,CA,02/14/2023,26,993.8837094076008,38.22629651567696,Clothing,4.0,No,321,0.536077269073811,Will buy again,False
32,Female,IL,07/11/2021,3,161.50565997460282,53.835219991534274,Sports,3.0,Not Available,904,0.0979731080191518,Not Available,False
44,Male,GA,01/08/2022,4,123.15543045538968,30.78885761384742,Beauty,1.0,No,723,0.063467972925299,Not Available,False
42,Not Available,PA,2021-04-01,1,14.7545166265094,14.7545166265094,Sports,3.0,Yes,1005,0.7911250698277718,Not Available,False
25,Not Available,OH,06/27/2023,2,44.55393656998621,22.276968284993107,Electronics,3.4008560851457657,Yes,188,0.0005874126953938,Will buy again,False
36,Male,OH,2021-12-02,1,28.83153892148293,28.83153892148293,Beauty,4.0,No,760,0.7165839733243033,Terrible experience,False
57,Female,OH,2021-12-29,10,259.3971636940039,25.93971636940039,Home,2.0,-,733,0.4102588041906069,Great service,False
19,Not Available,TX,2022-03-07,10,862.8459957142333,86.28459957142333,Toys,3.4008560851457657,No,665,0.938958560369781,Terrible experience,True
59,Female,TX,05-05-2020,1,17.093635572656932,17.093635572656932,Home,3.4008560851457657,No,1336,0.8083475428017323,Shipping was late,True
41,Male,Not Available,2020-04-25,2,55.06694178961739,27.53347089480869,Home,4.0,No,1346,0.1542242637749512,Okay,False
44,Female,FL,2020-06-27,5,126.08448341419351,25.216896682838705,Home,2.0,No,1283,0.4306758938723571,Customer support was helpful,False
45,Female,NC,05-12-2022,3,242.8347106475358,80.9449035491786,Beauty,2.0,Not Available,392,0.5786227233021047,Terrible experience,False
67,Male,OH,11/30/2021,4,118.50055771144191,29.62513942786048,Beauty,4.0,No,762,0.2599438255245305,Not Available,False
28,Female,OH,11/10/2022,2,98.1261424800253,49.06307124001265,Clothing,5.0,No,417,0.4430609314207477,Customer support was helpful,False
58,Female,FL,21-02-2023,13,1443.8216141231414,111.0632010863955,Toys,3.4008560851457657,Not Available,314,0.2684761789632102,Not Available,False
-30,Male,NY,15-07-2023,1,10.30009860412216,10.30009860412216,Sports,4.0,Not Available,170,0.2835535915254839,Loved the product,False
52,Not Available,MI,22-09-2020,3,114.7277135711561,38.24257119038537,Electronics,3.0,Yes,1196,0.357251660541903,Not Available,True
40,Female,NY,09/28/2022,4,205.0529335750611,51.26323339376528,Home,3.0,No,460,0.1992827136807096,Terrible experience,False
62,Female,GA,03/03/2021,8,489.0202950868112,61.1275368858514,Sports,5.0,Yes,1034,0.5446331142616581,Will buy again,False
58,Female,NC,19-10-2021,1,49.8525142480975,49.8525142480975,Beauty,2.0,Not Available,804,0.5779154900023065,Not Available,False
40,Not Available,CA,22-04-2022,1,25.15499280480045,25.15499280480045,Beauty,4.0,No,619,0.5656152725479358,Terrible experience,False
18,Female,FL,2022-10-29,2,84.02650494960146,42.01325247480073,Home,3.0,Yes,429,0.1964618849340155,Not Available,False
28,Male,OH,07-02-2023,6,127.16733309270938,21.194555515451565,Beauty,5.0,Not Available,328,0.6772795565798179,Terrible experience,False
44,Female,PA,05/21/2023,3,531.3763628736499,177.1254542912166,Electronics,4.0,Yes,225,0.4132885543316517,Great service,False
30,Male,FL,02-07-2023,15,729.5093628897679,48.63395752598453,Electronics,2.0,Yes,183,0.5519388556726275,Shipping was late,False
43,Male,IL,02/28/2020,6,345.1220088681229,57.52033481135382,Beauty,3.0,Yes,1403,0.7684005427339696,Average,False
57,Male,CA,2020-09-24,11,960.0014254507172,87.27285685915612,Sports,5.0,No,1194,0.4434538539178253,Not Available,False
18,Male,FL,29-08-2022,1,37.80014494099405,37.80014494099405,Beauty,3.4008560851457657,Yes,490,0.7074732694069185,Customer support was helpful,False
64,Female,NC,2020-05-31,5,561.5036538127874,112.30073076255748,Beauty,2.0,No,1310,0.7269845032445045,Great service,False
54,Not Available,MI,02/25/2021,1,17.28239597851898,17.28239597851898,Beauty,3.4008560851457657,-,1040,0.2901681477903605,Not Available,True
40,Male,IL,2022-06-26,1,17.326799550042033,17.326799550042033,Toys,3.4008560851457657,Not Available,554,0.5776948072047582,Not Available,False
35,Not Available,PA,09/30/2021,11,248.97834969215015,22.634395426559102,Electronics,2.0,Not Available,823,0.5288746343563051,Great service,False
36,Not Available,MI,2022-08-06,1,86.66367087299479,86.66367087299479,Electronics,5.0,No,513,0.9465348112172992,Shipping was late,False
24,Male,FL,26-08-2020,1,31.215119756458524,31.215119756458524,Beauty,1.0,No,1223,0.3585326726783949,Great service,True
42,Not Available,NY,02-10-2020,2,74.55818635393868,37.27909317696934,Clothing,1.0,No,1186,0.0928854434585491,Great service,False
31,Female,Not Available,12/02/2020,4,427.9034385109409,106.97585962773525,Clothing,4.0,No,1125,0.0367840860590792,Shipping was late,False
72,Other,OH,26-01-2022,4,139.2701352661157,34.81753381652892,Beauty,3.0,No,705,0.9900747488006156,Not Available,False
32,Female,CA,24-08-2020,9,423.27969843000375,47.03107760333375,Sports,5.0,No,1225,0.90125464822642,Shipping was late,False
21,Male,GA,2020-10-26,11,242.2395463524195,22.021776941129044,Toys,3.4008560851457657,No,1162,0.3556709354824784,Never arrived,True
44,Male,TX,04/17/2022,4,84.38274067874706,21.095685169686764,Toys,5.0,Yes,624,0.0266939223927688,Terrible experience,False
41,Male,FL,13-04-2021,2,87.3403268738874,43.6701634369437,Toys,4.0,Not Available,993,0.669729862776296,Not Available,False
53,Male,TX,20-06-2021,14,701.8879947775589,50.13485676982564,Sports,3.4008560851457657,Yes,925,0.6350681579891453,Okay,True
21,Male,FL,11-02-2021,1,70.28333058100671,70.28333058100671,Home,2.0,No,1054,0.5451739954138889,Not Available,True
22,Female,OH,2020-07-03,7,151.8559601883773,21.69370859833961,Beauty,4.0,No,1277,0.3672755759956421,Not Available,False
18,Female,CA,11-04-2021,5,58.37528807048663,11.675057614097328,Clothing,4.0,No,995,0.0700483456379392,Great service,False
28,Male,TX,06/28/2021,8,219.64507069207136,27.455633836508923,Sports,4.0,Yes,917,0.1874064096157111,Great service,True
18,Female,TX,2020-07-03,5,293.82350278526627,58.76470055705325,Toys,4.0,No,1277,0.4187822531533408,Not Available,False
32,Female,CA,01/14/2021,1,38.55640076482022,38.55640076482022,Electronics,1.0,-,1082,0.0173078479939342,Great service,False
55,Male,MI,07/12/2021,6,219.94728002821384,36.65788000470231,Sports,3.4008560851457657,No,903,0.8240617776747321,Terrible experience,True
33,Not Available,CA,2021-04-18,4,230.4319756674057,57.60799391685143,Toys,3.4008560851457657,No,988,0.5443198535782423,Not Available,False
22,Not Available,FL,01-07-2021,4,27.86907195383307,6.967267988458268,Sports,4.0,No,914,0.4866645744497444,Customer support was helpful,False
51,Male,CA,2021-03-06,5,115.88560628707027,23.17712125741405,Clothing,4.0,No,1031,0.8065326593719314,Will buy again,False
29,Female,MI,11/14/2021,2,74.15411112858149,37.077055564290745,Beauty,5.0,Not Available,778,0.985027106537188,Not Available,False
33,Female,TX,05-06-2020,3,31.012405727217867,10.337468575739289,Clothing,5.0,No,1305,0.4058446823099341,Average,False
32,Male,OH,02/12/2022,1,11.147158728043696,11.147158728043696,Electronics,1.0,No,688,0.8446827856135372,Will buy again,False
44,Female,NY,09/22/2022,6,73.70046207611844,12.28341034601974,Clothing,5.0,No,466,0.9821650890248982,Not Available,False
57,Not Available,NC,11/21/2020,16,413.2081588615222,25.825509928845136,Clothing,4.0,No,1136,0.2915105979130402,Okay,False
67,Female,OH,2023-01-25,10,145.9882516638454,14.59882516638454,Sports,4.0,Yes,341,0.8238709155020401,Never arrived,False
35,Male,GA,22-11-2020,8,399.164719072378,49.89558988404725,Sports,5.0,No,1135,0.3233392117806326,Will buy again,False
53,Female,GA,26-10-2022,3,80.16487104439966,26.721623681466557,Toys,2.0,No,432,0.3052629097857324,Terrible experience,False
18,Female,FL,11/16/2021,3,56.05310987476683,18.68436995825561,Clothing,5.0,No,776,0.9168875345697316,Shipping was late,False
41,Not Available,IL,05/10/2021,1,25.985753939103724,25.985753939103724,Electronics,4.0,Yes,966,0.8578049474204893,Average,False
65,Male,OH,08/30/2023,1,49.804769433814535,49.804769433814535,Electronics,4.0,Yes,124,0.556318407492881,Terrible experience,False
23,Other,TX,14-09-2021,4,39.32229255350892,9.830573138377227,Toys,4.0,No,839,0.8480807412023422,Average,False
43,Male,GA,02/01/2023,1,45.750479541342,45.750479541342,Clothing,4.0,No,334,0.1023314791086829,Terrible experience,False
33,Not Available,OH,2021-07-30,1,11.301662889712166,11.301662889712166,Clothing,3.4008560851457657,No,885,0.8383271679691888,Not Available,True
46,Female,NY,03/20/2022,3,539.4212814213253,179.80709380710843,Beauty,3.4008560851457657,Yes,652,0.6371273068516508,Not Available,True
53,Female,NY,05/06/2021,2,37.19167928074752,18.59583964037376,Beauty,4.0,Yes,970,0.8473633705054942,Not Available,False
32,Female,TX,26-09-2020,4,256.2079772476675,64.05199431191687,Home,2.0,No,1192,0.294814450207835,Shipping was late,False
18,Other,FL,2022-12-10,1,77.89225368422892,77.89225368422892,Electronics,5.0,No,387,0.7328120358678406,Great service,False
58,Male,GA,07/06/2021,2,93.25967093766724,46.629835468833626,Toys,2.0,No,909,0.1714878795247967,Shipping was late,False
54,Female,PA,2020-08-29,10,351.6882400670752,35.16882400670752,Beauty,3.0,No,1220,0.8247697204164228,Not Available,False
33,Male,CA,12/30/2021,1,20.731761223327037,20.731761223327037,Clothing,4.0,-,732,0.2838205987298543,Not Available,False
40,Female,PA,21-11-2022,3,211.47249665028465,70.49083221676155,Electronics,3.4008560851457657,No,406,0.1420558996958443,Shipping was late,True
18,Male,GA,2023-01-17,1,10.678679916629582,10.678679916629582,Electronics,2.0,Yes,349,0.9362261162086556,Never arrived,False
28,Female,PA,05/21/2021,2,14.626936725093362,7.313468362546681,Beauty,4.0,No,955,0.8239153266544078,Shipping was late,False
32,Female,PA,2021-12-25,10,155.43772357169598,15.543772357169598,Home,3.0,No,737,0.0201115166888542,Will buy again,False
44,Female,MI,16-09-2022,5,269.2438726523817,53.84877453047635,Sports,1.0,Yes,472,0.4212487709964063,Customer support was helpful,False
48,Not Available,OH,14-03-2022,2,25.93319446953997,12.966597234769983,Beauty,1.0,No,658,0.7113055452371868,Customer support was helpful,True
44,Female,FL,2021-03-23,1,86.55319616868738,86.55319616868738,Electronics,5.0,No,1014,0.8541666998613063,Customer support was helpful,True
24,Female,TX,02-05-2022,11,291.94152730616213,26.54013884601474,Clothing,5.0,Not Available,609,0.5129538158430427,Shipping was late,False
36,Male,Not Available,15-04-2020,13,498.5950243676032,38.35346341289255,Sports,4.0,Yes,1356,0.5643506154570317,Great service,False
24,Female,NY,2021-07-04,8,510.9232693875921,63.86540867344901,Toys,3.4008560851457657,No,911,0.4442213111745793,Terrible experience,False
40,Not Available-,TX,07/26/2021,10,104.5188956618984,10.45188956618984,Home,1.0,No,889,0.2025088000640101,Customer support was helpful,False
19,Male,FL,2022-06-25,9,111.68670168869193,12.409633520965768,Sports,1.0,No,555,0.7800386739541288,Average,False
20,Male,OH,2021-04-04,28,814.5437905653474,29.09084966304812,Toys,3.4008560851457657,Not Available,1002,0.6394678897170332,Will buy again,False
74,Female,NY,2021-04-11,2,31.059547517589014,15.529773758794509,Electronics,2.0,No,995,0.1051922014485355,Okay,True
18,Male,TX,2022-04-08,9,201.7220325784314,22.413559175381263,Toys,4.0,No,633,0.1961605645427973,Terrible experience,False
31,Female,NC,2021-07-06,1,5.9114196692130365,5.9114196692130365,Electronics,3.4008560851457657,Yes,909,0.7091299545363866,Not Available,True
40,Male,NY,12/31/2022,6,117.21524484401748,19.53587414066958,Beauty,5.0,No,366,0.5908467887955486,Never arrived,False
40,Male,GA,08/21/2021,4,54.69184115359444,13.67296028839861,Sports,5.0,No,863,0.0586657881602917,Loved the product,False
58,Female,FL,11-01-2021,4,55.769206904300304,13.942301726075076,Not Available,2.0,No,1085,0.5457948168845197,Not Available,False
33,Male,PA,23-04-2021,22,279.62784236667864,12.710356471212666,Home,5.0,Not Available,983,0.75084936399189,Will buy again,False
39,Not Available-,MI,06/20/2022,1,96.3782191933672,96.3782191933672,Beauty,4.0,No,560,0.9955430180200722,Never arrived,False
22,Male,NY,2021-05-07,5,83.66803854863758,16.733607709727515,Beauty,3.0,No,969,0.3208064336372985,Not Available,False
35,Female,IL,09-11-2020,4,86.90354037245835,21.725885093114588,Electronics,3.4008560851457657,Yes,1148,0.2749493919697916,Not Available,True
18,Male,IL,01/07/2021,8,244.0063481187653,30.500793514845665,Toys,5.0,Not Available,1089,0.3642097794415969,Not Available,False
43,Not Available,NC,2022-03-04,3,74.23921483582139,24.746404945273795,Electronics,5.0,No,668,0.7237505783469019,Not Available,False
35,Not Available,IL,03/29/2023,21,461.8877272220872,21.994653677242248,Beauty,2.0,Yes,278,0.9478878012235948,Not Available,False
38,Male,OH,2020-05-01,2,87.34203484775865,43.67101742387933,Clothing,4.0,No,1340,0.7342001573075633,Will buy again,False
53,Male,NY,2021-12-24,5,221.8681078330911,44.37362156661822,Clothing,5.0,Yes,738,0.9424457331415056,Loved the product,False
34,Male,NC,2022-05-28,2,75.47533324877158,37.73766662438579,Not Available,3.4008560851457657,No,583,0.4270731076244041,Not Available,False
50,Male,CA,19-12-2022,6,487.92104150041314,81.3201735834022,Toys,3.0,No,378,0.1701129890676972,Not Available,False
39,Female,GA,10/05/2021,1,108.82955420220635,108.82955420220635,Toys,2.0,No,818,0.500425437146221,Customer support was helpful,False
58,Female,NY,2021-10-27,6,189.61239484126347,31.60206580687725,Electronics,4.0,Yes,796,0.5415783825453065,Not Available,False
40,Female,CA,15-10-2021,1,34.13869062987784,34.13869062987784,Sports,1.0,Not Available,808,0.7750800090563262,Okay,False
18,Female,NY,2022-09-11,1,83.16189272095384,83.16189272095384,Electronics,3.4008560851457657,No,477,0.163454537207567,Terrible experience,False
44,Female,TX,06/03/2022,4,371.1416331504823,92.78540828762056,Electronics,3.0,Yes,577,0.4693443461543835,Not Available,False
40,Female,FL,2022-07-26,6,90.95022865733242,15.158371442888736,Clothing,3.0,No,524,0.6785895109565783,Not Available,False
19,Other,OH,28-01-2023,1,24.76475874583549,24.76475874583549,Electronics,2.0,Yes,338,0.9370948525052776,Not Available,False
39,Female,OH,02-03-2022,2,138.28815852398023,69.14407926199011,Clothing,5.0,Yes,670,0.5912401873223555,Loved the product,False
18,Male,FL,18-10-2022,5,69.28544724537252,13.857089449074504,Toys,5.0,-,440,0.4031932167760386,Loved the product,False
50,Not Available-,IL,2023-07-03,7,204.98983638339297,29.28426234048471,Sports,2.0,No,182,0.3672615658701896,Customer support was helpful,False
45,Female,MI,10/20/2021,6,353.9354101629958,58.98923502716597,Sports,3.0,No,803,0.2363231197291447,Not Available,False
43,Female,CA,2020-10-28,5,284.94888301104487,56.98977660220897,Clothing,4.0,Yes,1160,0.5074161477158624,Terrible experience,True
18,Male,FL,2023-03-17,4,372.8710754710757,93.21776886776892,Home,3.0,Yes,290,0.0861307287228982,Not Available,False
55,Female,NY,02/08/2022,2,52.03936580693121,26.019682903465604,Clothing,1.0,Not Available,692,0.655135136252266,Never arrived,False
32,Male,IL,21-02-2023,8,66.63196477771324,8.328995597214155,Clothing,3.0,-,314,0.6344234861435145,Not Available,False
42,Female,FL,2021-05-28,11,160.71532413391347,14.610484012173952,Home,3.0,Yes,948,0.2224837487400591,Not Available,False
34,Female,PA,05/21/2022,1,84.89313954541684,84.89313954541684,Toys,3.0,Yes,590,0.203873163032131,Not Available,False
34,Male,OH,2020-12-06,2,177.31284293967184,88.65642146983592,Electronics,5.0,No,1121,0.6218162948126156,Terrible experience,False
30,Male,NC,2021-05-11,4,79.04929204055189,19.762323010137973,Home,4.0,No,965,0.6096520721748696,Never arrived,False
150,Female,OH,2021-11-02,1,30.353579310749076,30.353579310749076,Toys,4.0,No,790,0.500425437146221,Okay,False
26,Female,MI,2021-06-21,2,64.65370686709782,32.32685343354891,Sports,2.0,Not Available,924,0.9795874523728518,Not Available,True
18,Male,OH,2022-10-31,5,135.0685021260136,27.013700425202725,Sports,4.0,Yes,427,0.0674408552262187,Terrible experience,False
29,Female,OH,13-07-2021,10,471.3421002453048,47.13421002453048,Toys,4.0,Yes,902,0.8096455845721275,Not Available,False
47,Male,NC,26-04-2022,1,14.007620382882894,14.007620382882894,Home,3.0,No,615,0.6033904967738738,Not Available,False
18,Male,IL,04-05-2021,13,105.18526626087736,8.091174327759797,Toys,1.0,No,972,0.2097872235836463,Never arrived,False
23,Male,TX,2022-06-30,6,260.1829116478199,43.363818607969975,Home,5.0,Yes,550,0.0506377117375778,Average,True
45,Not Available,MI,08/01/2020,6,98.62325662003668,16.43720943667278,Beauty,4.0,No,1248,0.0964381953482688,Loved the product,False
34,Male,MI,15-03-2023,17,372.37502685968553,21.904413344687384,Toys,5.0,No,292,0.416071785789584,Okay,False
25,Male,OH,09/05/2022,4,56.34636646443354,14.086591616108384,Toys,3.0,No,483,0.1581172457618139,Not Available,False
70,Female,PA,2023-06-24,2,153.0997726895121,76.54988634475605,Clothing,1.0,No,191,0.7064797017595379,Will buy again,False
53,Female,NY,22-06-2022,1,28.67179593633538,28.67179593633538,Toys,4.0,No,558,0.8791769906698127,Average,False
39,Female,GA,2022-04-17,1,60.8229857849879,60.8229857849879,Sports,3.0,No,624,0.9094083693968824,Not Available,False
34,Male,NC,01/30/2022,9,860.7691483871912,95.64101648746568,Beauty,4.0,No,701,0.6168355520702116,Loved the product,False
46,Male,OH,04/21/2021,10,330.17867945459665,33.01786794545966,Electronics,5.0,No,985,0.5659149930971632,Great service,False
57,Male,FL,2022-08-27,4,124.08880980141434,31.022202450353586,Clothing,4.0,No,492,0.1871157136934573,Terrible experience,False
27,Male,CA,2023-06-20,5,102.96021636493236,20.592043272986476,Sports,4.0,No,195,0.1267896244561047,Okay,False
57,Female,IL,14-02-2021,3,38.994330597065705,12.998110199021902,Toys,4.0,Yes,1051,0.8200628931325074,Not Available,False
33,Female,MI,28-07-2022,15,248.91610488247505,16.594406992165002,Toys,2.0,Yes,522,0.4732836994003583,Never arrived,False
54,Female,FL,2023-05-04,4,64.0912955906587,16.022823897664676,Electronics,3.4008560851457657,No,242,0.1092082004355026,Shipping was late,True
78,Male,IL,19-08-2022,1,15.854196467267416,15.854196467267416,Home,4.0,No,500,0.3726619040747274,Okay,False
27,Not Available,NY,2021-07-18,1,55.42434203769079,55.42434203769079,Beauty,4.0,Yes,897,0.6968592125504299,Great service,False
55,Female,OH,2022-10-24,17,316.8316846570006,18.63715792100004,Electronics,5.0,No,434,0.7357739323074097,Customer support was helpful,False
18,Female,GA,10/12/2022,1,16.758237161687703,16.758237161687703,Home,2.0,Yes,446,0.0345519086932868,Customer support was helpful,False
47,Male,TX,09/03/2022,3,177.59678871195104,59.19892957065035,Sports,4.0,No,485,0.5213353816121654,Great service,False
52,Male,FL,11-08-2021,5,196.74832946404737,39.34966589280948,Toys,5.0,Yes,873,0.8289534907316872,Will buy again,False
57,Female,GA,02/11/2023,2,76.84209344155329,38.42104672077664,Beauty,4.0,Not Available,324,0.1478829617675348,Customer support was helpful,False
37,Male,FL,12/08/2021,1,32.004359469158764,32.004359469158764,Clothing,5.0,No,754,0.3180616733061997,Never arrived,True
41,Female,PA,07/29/2022,3,37.89225249781887,12.63075083260629,Toys,4.0,No,521,0.11808294201787,Loved the product,False
44,Male,FL,2020-05-17,16,490.7961916696016,30.674761979350095,Toys,4.0,No,1324,0.8623139949252171,Never arrived,False
-15,Male,FL,21-06-2023,1,21.59765445735961,21.59765445735961,Clothing,4.0,No,194,0.5313860072931273,Not Available,False
56,Male,NY,2021-11-09,1,50.15944103734659,50.15944103734659,Not Available,4.0,Not Available,783,0.0685223734447223,Not Available,False
33,Female,MI,2020-06-02,4,48.97334716803637,12.243336792009092,Clothing,3.0,Not Available,1308,0.5252399536793396,Not Available,False
58,Female,TX,2021-12-14,6,352.41765791131195,58.736276318552,Beauty,3.4008560851457657,No,748,0.250105278571968,Never arrived,False
48,Not Available,Not Available,02/11/2020,4,226.97592950626816,56.74398237656704,Toys,2.0,Yes,1420,0.2560097610416292,Customer support was helpful,False
39,Female,IL,03/24/2022,7,386.2780866593406,55.182583808477226,Electronics,1.0,Yes,648,0.585415077086219,Customer support was helpful,False
54,Male,OH,08-12-2020,27,781.2343585017934,28.934605870436798,Sports,3.0,No,1119,0.8113453685965268,Not Available,False
29,Female,CA,06/20/2020,8,478.80086529308153,59.85010816163519,Home,3.0,No,1290,0.3657761665630059,Terrible experience,False
43,Male,TX,06/12/2021,5,74.15407314478712,14.830814628957423,Clothing,2.0,No,933,0.8760247417168379,Loved the product,False
27,Male,GA,2022-01-01,5,50.41824516821728,10.083649033643455,Sports,5.0,Yes,730,0.6893207196764186,Not Available,False
41,Male,OH,2021-11-23,10,369.5526174408732,36.95526174408732,Beauty,4.0,No,769,0.1231235364284105,Loved the product,False
18,Male,OH,11-07-2022,2,28.43853228420902,14.21926614210451,Clothing,3.4008560851457657,No,539,0.0138372161565136,Average,False
45,Male,FL,12-02-2020,8,456.4493231538892,57.05616539423615,Sports,3.4008560851457657,Not Available,1419,0.381046435303805,Terrible experience,True
27,Female,NY,03/08/2021,2,61.20170862724272,30.60085431362136,Beauty,4.0,No,1029,0.5904142047661679,Loved the product,False
19,Male,FL,2021-05-13,1,62.1811816084044,62.1811816084044,Sports,2.0,Yes,963,0.6105647071390922,Average,False
36,Female,FL,2022-03-18,2,46.91443565311652,23.45721782655826,Clothing,1.0,No,654,0.5757613629233305,Loved the product,False
33,Female,FL,2022-10-15,3,146.2815374650076,48.76051248833586,Electronics,5.0,No,443,0.8110093910394968,Will buy again,False
51,Not Available,NY,2023-01-18,9,303.8066479438318,33.75629421598131,Clothing,4.0,Yes,348,0.0163317356152421,Average,False
65,Female,NY,2020-04-13,2,29.66258285735247,14.831291428676234,Sports,4.0,maybe,1358,0.7784301259654015,Not Available,False
32,Female,OH,22-03-2021,29,465.5866724704548,16.054712843808787,Electronics,5.0,No,1015,0.3191692207245877,Never arrived,False
20,Male,NC,07-07-2021,4,69.97790882218476,17.49447720554619,Clothing,3.0,Yes,908,0.4773984359607807,Not Available,False
23,Male,IL,03/08/2023,9,974.189618134691,108.24329090385456,Clothing,3.0,Yes,299,0.3590103474114131,Not Available,False
43,Female,NY,06/17/2021,1,50.27479094031856,50.27479094031856,Sports,4.0,No,928,0.3349740060109235,Loved the product,False
18,Female,NY,2021-10-20,4,261.32667776375155,65.33166944093789,Toys,2.0,No,803,0.4927727431340938,Loved the product,True
35,Not Available,OH,06-05-2020,8,386.0385801163727,48.25482251454659,Clothing,2.0,No,1335,0.6203091452366556,Average,False
54,Male,FL,21-09-2023,14,1004.0773609336457,71.7198114952604,Beauty,5.0,No,102,0.7541029009978777,Not Available,False
54,Not Available,FL,04-06-2023,3,149.51280315401422,49.83760105133808,Clothing,1.0,No,211,0.3601625559422126,Will buy again,True
22,Male,NY,2021-10-02,1,7.442660229573643,7.442660229573643,Beauty,4.0,No,821,0.5543980913264224,Okay,True
29,Male,MI,09/03/2023,1,120.57658595997609,120.57658595997609,Beauty,4.0,No,120,0.7341611099433897,Never arrived,False
21,Male,GA,12/19/2020,3,51.84063171038489,17.280210570128297,Not Available,4.0,Yes,1108,0.1703967146202989,Not Available,True
28,Female,GA,04/02/2022,3,50.18593814555993,16.728646048519977,Clothing,2.0,No,639,0.7719298081397584,Great service,False
67,Female,PA,2022-02-19,1,26.282472246518484,26.282472246518484,Beauty,4.0,Yes,681,0.6454575938077826,Loved the product,False
47,Male,TX,07/28/2021,5,316.665159036144,63.33303180722881,Toys,3.4008560851457657,No,887,0.8764170569669332,Never arrived,True
56,Male,IL,2021-09-24,8,118.68885482353228,14.836106852941535,Beauty,5.0,No,829,0.9241436529700038,Never arrived,True
36,Male,PA,07/01/2021,6,38.1801177322026,6.3633529553671,Electronics,1.0,Not Available,914,0.931523790753478,Not Available,True
18,Female,-,2023-07-26,12,438.0716678663695,36.50597232219746,Home,5.0,Not Available,159,0.7443715501210312,Great service,False
60,Male,OH,05/01/2022,14,180.48870769897425,12.892050549926733,Home,4.0,Yes,610,0.0639985356909914,Customer support was helpful,False
36,Male,GA,09/07/2021,9,218.01207648410823,24.223564053789808,Toys,5.0,Yes,846,0.1159549756565955,Not Available,False
41,Male,GA,05/25/2021,2,87.04972294526358,43.52486147263179,Beauty,4.0,Yes,951,0.2325267566693771,Customer support was helpful,False
18,Male,NC,09/09/2022,1,66.89903872158546,66.89903872158546,Toys,5.0,Yes,479,0.9577721217388256,Terrible experience,False
22,Not Available,MI,14-04-2022,5,264.9384196931477,52.98768393862954,Sports,3.0,-,627,0.1434511853263523,Will buy again,False
39,Male,CA,2022-10-02,1,52.27620193130987,52.27620193130987,Sports,3.4008560851457657,No,456,0.3469724065623443,Never arrived,True
52,Female,CA,2021-03-07,27,242.8023900808276,8.992681114104727,Toys,5.0,Yes,1030,0.9053093172941123,Not Available,False
53,Male,PA,2021-03-02,8,297.6125319419812,37.201566492747645,Toys,4.0,No,1035,0.9318704037905168,Never arrived,False
39,Male,GA,12/29/2020,6,93.81899419236572,15.636499032060954,Toys,4.0,No,1098,0.8696521258894692,Great service,False
21,Male,GA,02/19/2022,3,25.67327734972893,8.557759116576312,Beauty,4.0,No,681,0.9518852716520888,Terrible experience,True
18,Male,Not Available,03/13/2022,9,849.434307932082,94.38158977023132,Electronics,5.0,Yes,659,0.1297292439536272,Loved the product,False
51,Male,IL,04/29/2021,3,23.295161540504715,7.765053846834904,Home,2.0,No,977,0.6038274380808432,Not Available,False
44,Female,NC,2021-01-10,2,20.808084333015778,10.404042166507889,Toys,1.0,Yes,1086,0.0815451855717809,Average,False
24,Female,GA,12/02/2021,2,38.16432300690865,19.082161503454326,Home,4.0,No,760,0.2290725462710287,Customer support was helpful,False
33,Male,OH,2021-05-02,4,59.29652533054624,14.82413133263656,Clothing,4.0,Yes,974,0.6648730119426988,Loved the product,False
34,Other,OH,02/04/2021,6,142.55919904053388,23.75986650675565,Electronics,3.0,Yes,1061,0.691133781639345,Not Available,False
47,Male,NY,01/29/2022,4,152.5815672284226,38.145391807105646,Sports,4.0,Not Available,702,0.1366056358904041,Will buy again,False
34,Other,NC,06-07-2022,4,80.88271099460948,20.22067774865237,Beauty,2.0,No,544,0.1713329171630929,Shipping was late,False
42,Female,MI,01/17/2023,14,355.2556940925402,25.37540672089573,Beauty,2.0,No,349,0.987501283654764,Not Available,False
32,Female,NY,06/07/2022,8,81.95705325614554,10.244631657018193,Home,2.0,No,573,0.9389247374724784,Will buy again,True
52,Not Available,Not Available,2021-12-21,1,14.080742316466374,14.080742316466374,Home,4.0,No,741,0.9151365623161548,Not Available,False
41,Male,IL,2022-05-26,12,305.1901716846158,25.43251430705132,Toys,4.0,No,585,0.500425437146221,Great service,False
53,Not Available,NY,14-06-2022,8,226.5392635563304,28.3174079445413,Beauty,2.0,No,566,0.5028654609962387,Loved the product,True
49,Female,GA,10/27/2021,3,45.43942389897259,15.146474632990865,Sports,5.0,No,796,0.4213576861522734,Terrible experience,False
34,Female,MI,04/16/2021,11,748.9125327829175,68.08295752571978,Toys,3.4008560851457657,Not Available,990,0.4669469850754277,Not Available,False
22,Male,MI,08/15/2020,1,18.756384821622333,18.756384821622333,Sports,4.0,No,1234,0.3552133646452342,Okay,True
43,Other,FL,09/28/2021,14,1342.6102936045563,95.90073525746833,Home,2.0,Yes,825,0.7577533388486737,Shipping was late,False
41,Female,IL,2022-08-27,4,15.87105909660204,3.9677647741505098,Sports,3.4008560851457657,Not Available,492,0.5896973860654636,Great service,True
